candidate_id,name,counstituency,party,companies_house_url
7571,Wendy Olsen,Salford,Green Party,https://find-and-update.company-information.service.gov.uk/officers/ZE9sGVL5PT_A71kJGo44PEbjbh4/appointments
7571,Wendy Olsen,Salford,Green Party,https://find-and-update.company-information.service.gov.uk/officers/nUjWu6pAx0_ncj7mMjgzp-Ccrtk/appointments
7711,David Burgess-Joyce,Wallasey,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/_o2_40RpHfYSqqLQOPFG_I9eBM8/appointments
7822,Gareth Bacon,Orpington,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/5wZXZwP5CUFTaVWONna9TlqDNTI/appointments
7992,Kayode Shedowo,West Ham and Beckton,Christian Peoples Alliance,https://find-and-update.company-information.service.gov.uk/officers/s2el5ABH7tJshyg28tT4rqMKrqo/appointments
8071,Joel Williams,Cardiff North,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/m6AWluIQRLdXhsD-uWuyH2Htw44/appointments
8179,Jonathan Daniel Stewart Barras,Bradford South,Yorkshire Party,https://find-and-update.company-information.service.gov.uk/officers/moyl9UJORbo_q8iEFII7rW_JeAA/appointments
8237,Richard McCready,Dundee Central,Labour and Co-operative Party,https://find-and-update.company-information.service.gov.uk/officers/QWhvZn2Ve10dV0gUVuDsVGmKYx4/appointments
8632,Jamie Stone,"Caithness, Sutherland and Easter Ross",Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/z6ybvbVDtwdZ_L3g6lzy5XctHS4/appointments
8786,David Henwood,Oxford East,Independent Oxford Alliance,https://find-and-update.company-information.service.gov.uk/officers/HzOSqmqPUa0rl8skHbLxSn98ZMQ/appointments
9352,Graham Gowland,Warrington South,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/FBh1_XZr0HOFmoBdcg2V-inCAKo/appointments
9733,Alan Harvey Stone,Basingstoke,Hampshire Independents,https://find-and-update.company-information.service.gov.uk/officers/YZaixabrb2D4PKFZM8BlO6al-p4/appointments
9942,Gary Sambrook,Birmingham Northfield,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/Am8zbBzUIOp2rcc9vvqiJn00W-Q/appointments
10099,Paul Gregory Allen,Cannock Chase,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/m0y--DTeljGdZ40csFiHmuTfN1w/appointments
10374,Ian Stuart Cooper,Tamworth,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/z-RmNDav5WUGFncz12xbaJed19Q/appointments
11099,Helena Julia Mellish,Stockport,Green Party,https://find-and-update.company-information.service.gov.uk/officers/8ZuCf-HL_mDrqKkYGqF5-Yg8Yuc/appointments
11685,Stewart Mark Mackay,Runnymede and Weybridge,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/BIuWG6nsI0syvOHWdPklPgcabTY/appointments
12340,Abtisam Mohamed,Sheffield Central,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/bAyM-RaTpSfh98DY5GaOhiyDzrE/appointments
13061,Martin McCluskey,Inverclyde and Renfrewshire West,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/0O-bMqVWFnv-NUmQDjgUafPioTQ/appointments
13560,Will Forster,Woking,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/vIA4W8Od95bk1_Tw_RhI7EvSxNI/appointments
14448,Katherine Jane Barbour,Southampton Test,Green Party,https://find-and-update.company-information.service.gov.uk/officers/p8syhhSKGNxEhEHJ87ve_vZwkuo/appointments
15479,Martin Goss,Colchester,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/odaRVSzDU9IToL8eec6mjvU41n0/appointments
16348,Neil Speight,South Basildon and East Thurrock,Independent,https://find-and-update.company-information.service.gov.uk/officers/djZ6Y30CzdT4OezCA0GwnxFcnwU/appointments
16717,Trevor Michael Hart,Preston,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/xJ7HWMWDB2C0nk5_Y6_-JXW0mqM/appointments
17443,Charles William Shaw,Lincoln,The Liberal Party,https://find-and-update.company-information.service.gov.uk/officers/UA0Yq5mkKZldJAvvrv4gTgIhJsg/appointments
17443,Charles William Shaw,Lincoln,The Liberal Party,https://find-and-update.company-information.service.gov.uk/officers/WntEXiRnSX0Z1oiF5nhKSA6WWm8/appointments
17516,Sally Anne Horscroft,Lincoln,Green Party,https://find-and-update.company-information.service.gov.uk/officers/ziTWKVfOJUrS2j8BisMiKnBQBCE/appointments
18712,Ed Carlisle,Leeds South,Green Party,https://find-and-update.company-information.service.gov.uk/officers/gCMXksKauSLqGTaY04JYFM7qqWg/appointments
18712,Ed Carlisle,Leeds South,Green Party,https://find-and-update.company-information.service.gov.uk/officers/kRjo6y9bozR83WtwgRORD8PryBQ/appointments
18754,Chris Foren,Leeds Central and Headingley,Green Party,https://find-and-update.company-information.service.gov.uk/officers/b-xJsQ4sxjCUw2dAf7s5jAm-CDg/appointments
19398,Tahir Maher,Earley and Woodley,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/lUx_vOvdCoRhtrKDT2ikLher7p4/appointments
19401,Merv Boniface,Wokingham,Green Party,https://find-and-update.company-information.service.gov.uk/officers/newVAdKQODkB82bCbByMKCl092s/appointments
19413,Mohammad Yasin,Bedford,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/9sjjm78LntsH8OwFG2UTdWwDgS8/appointments
19647,Gill Furniss,Sheffield Brightside and Hillsborough,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/n9h2OI-99HxlhRWaKFBVSF-mZvU/appointments
19836,Jack Brereton,Stoke-on-Trent South,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/MhAxBzCM0ilmi6f39hMt3SdEkvY/appointments
19847,Jack Lenox,Lancaster and Wyre,Green Party,https://find-and-update.company-information.service.gov.uk/officers/KdwWZz_0a-GGXi_2zQGybCMiamA/appointments
19855,Leigh Redman,Bridgwater,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/aZr5h96_qWdFTjeuiX0o_R1hC44/appointments
19859,Martin Dimery,Frome and East Somerset,Green Party,https://find-and-update.company-information.service.gov.uk/officers/-0cJyM0qvwLaVfIpizTc8y7wUcE/appointments
20032,Rodney Berman,Cardiff East,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/1NgMnYUorzOM-fvbVwFDNBa_8kw/appointments
20282,Todd Ferguson,North Ayrshire and Arran,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/AOjBx4TCqfq7OmE9FuDc75dhw7Q/appointments
20757,Terry Jermy,South West Norfolk,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/1FvEsI75aqrR7gXCpt_p6XvRaiA/appointments
20783,Robert Henry Connelly,Glasgow North East,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/sIDRlGn5pm0mhJWVnm7sQdA6hSw/appointments
21470,Jeff Goodhall,Aberdeen South,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/YHLj71F8jjDXGicD0Kv-ChKh9I0/appointments
21638,Faten Hameed,Glasgow West,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/MRvUJQzzEJR9QH9x9cKMo_tB6J8/appointments
21749,Maureen Burke,Glasgow North East,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/PQhWYXthUIbiNIdpZxTXs0hltjM/appointments
21755,Martin Rhodes,Glasgow North,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/fOh72zaLT523Txq5HFdVYkgDkIo/appointments
22042,Alan Ross,Dundee Central,Alba Party,https://find-and-update.company-information.service.gov.uk/officers/DCabvpXRVg8QTgCSQv6g8tGz8sw/appointments
22378,Elaine Stewart,"Ayr, Carrick and Cumnock",Labour Party,https://find-and-update.company-information.service.gov.uk/officers/XJKEV_gBjUL5iq-8qYDA17VNu1Q/appointments
22407,Graham Leadbitter,"Moray West, Nairn and Strathspey",Scottish National Party (SNP),https://find-and-update.company-information.service.gov.uk/officers/uZ-4yaUYfWFVD7gwasYdkcXtRDo/appointments
22464,Kirsteen Sullivan,Bathgate and Linlithgow,Labour and Co-operative Party,https://find-and-update.company-information.service.gov.uk/officers/0HZGJ6PIxZXjWuHtrI4PdT9FQGk/appointments
22502,Neil Benny,Stirling and Strathallan,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/1aHbdt4pt267JPMxZnMu3WmdgQ8/appointments
22502,Neil Benny,Stirling and Strathallan,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/58D2Fw0M9M1ZX0f7Oov2ikB7kmg/appointments
22502,Neil Benny,Stirling and Strathallan,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/vK_8-mczwEdbuNk_EIuh66OEx3o/appointments
22533,Allan Dorans,"Ayr, Carrick and Cumnock",Scottish National Party (SNP),https://find-and-update.company-information.service.gov.uk/officers/k-twNH0gYntkCCaH9EZGum5o4ag/appointments
22534,Martin Dowey,"Ayr, Carrick and Cumnock",Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/5Av7vAU_J9TOFSZLhJ1if8m68RA/appointments
22553,Lynn Munro,Bathgate and Linlithgow,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/7P3pFI81LFUEfUuB8OTZzb4HOeg/appointments
22817,Jonathan Elmer,City of Durham,Green Party,https://find-and-update.company-information.service.gov.uk/officers/hVbPQzc_crvzbQTFAO7dpyKO94A/appointments
23049,Frank Calladine,Doncaster North,British Democratic Party,https://find-and-update.company-information.service.gov.uk/officers/5uMMqXxdI2sSCzWHoYurE51Yty8/appointments
23461,Darren Woodiwiss,"Harborough, Oadby and Wigston",Green Party,https://find-and-update.company-information.service.gov.uk/officers/9aBFOEFq5SKncS8pK_Gxsh2QoMo/appointments
23553,Ian Robert Sharpe,Loughborough,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/zSfpKMOsShcRTUnrL_gnrVks8N8/appointments
23741,Kelvin Clayton,West Dorset,Green Party,https://find-and-update.company-information.service.gov.uk/officers/eJx8D5KILRmNUaW7Bji1fD4negc/appointments
24297,Craig David Emery,North Shropshire,Green Party,https://find-and-update.company-information.service.gov.uk/officers/_Xecqwk2-gKIaFgcpacX-exCpFw/appointments
24327,Paul Gregory De Hoest,Harpenden and Berkhamsted,Green Party,https://find-and-update.company-information.service.gov.uk/officers/EHRpxc1iBq_JENf05npzhhcr2m4/appointments
24989,Paul Follows,Godalming and Ash,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/T39DZRu-2F1UuYXYFQeagQH83R4/appointments
25271,Catrin Elen Wager,Bangor Aberconwy,Plaid Cymru - The Party of Wales,https://find-and-update.company-information.service.gov.uk/officers/AfTYdUVju5Rr1Jlmi7dSUgejkJI/appointments
25426,Lester Taylor,North Dorset,UK Independence Party (UKIP),https://find-and-update.company-information.service.gov.uk/officers/ZRD8-m9BzQerRwfv8L6bXjGcf8E/appointments
25536,Jeremy Paul Spry,Sherwood Forest,Independent,https://find-and-update.company-information.service.gov.uk/officers/Kqy5nZN8MV3kv0fAllDGuUdn4Ck/appointments
25664,Philip Shields,Mansfield,Green Party,https://find-and-update.company-information.service.gov.uk/officers/qdsgDNmTZrZATM6e3k_EYvG88V8/appointments
26200,Duncan Baker,North Norfolk,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/yYM1Nke3dkOSagWeCvw09Y2SqS0/appointments
26484,Henry Gent,Honiton and Sidmouth,Green Party,https://find-and-update.company-information.service.gov.uk/officers/lckaZmVn9cKttLiu3b98Xzd219I/appointments
26744,Martin Wrigley,Newton Abbot,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/XspAIHRNzQHgDck4-2ESq6dxFgc/appointments
26776,Sherief Hassan,Hemel Hempstead,Green Party,https://find-and-update.company-information.service.gov.uk/officers/QMYb9rkvlICSE8kpAA_NkUzcwFk/appointments
26854,Sam Peters,Guildford,Green Party,https://find-and-update.company-information.service.gov.uk/officers/OBftqIEuty2xsNqXXqkbH2Tmaek/appointments
26973,Elwyn Vaughan,Montgomeryshire and Glyndŵr,Plaid Cymru - The Party of Wales,https://find-and-update.company-information.service.gov.uk/officers/JDGcT5zI_VN_U3AGOwLbEJzU3s4/appointments
26973,Elwyn Vaughan,Montgomeryshire and Glyndŵr,Plaid Cymru - The Party of Wales,https://find-and-update.company-information.service.gov.uk/officers/LiGzgrVRD1u7WevN-D9TENKQagc/appointments
26973,Elwyn Vaughan,Montgomeryshire and Glyndŵr,Plaid Cymru - The Party of Wales,https://find-and-update.company-information.service.gov.uk/officers/p00LLiPfCoTEBtlqkNE-oweq9YY/appointments
26974,Simon Baynes,North Shropshire,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/dSulnAGt3ZuGQ_vcuZh66D6hhEM/appointments
26984,Jeremy Brignell-Thorp,Montgomeryshire and Glyndŵr,Green Party,https://find-and-update.company-information.service.gov.uk/officers/ReZ2e6Ssk4u0q_mM6Kj35AoUypQ/appointments
27283,Richard Phoenix,Wycombe,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/UrOPx3ZXUm2tu6-A-oDNP8ZU2Rs/appointments
27283,Richard Phoenix,Wycombe,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/oD-rp4dwZnduX4sVAj15tWKUkTU/appointments
27973,Charlie Evans,Llanelli,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/DZhNXISfEt82R0PG1dfXoqM9Rw0/appointments
28219,Matt Western,Warwick and Leamington,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/Czr84-VdO-4ecPVTXgqTqYQ3C40/appointments
28219,Matt Western,Warwick and Leamington,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/WPBX0h_YiAl3wloZpUq1SfA0Fow/appointments
28416,Richard Giles Streatfeild,Sevenoaks,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/YLgTEoAOuxHlq_qYn-jL-trpAVA/appointments
29258,Chris Tough,Dover and Deal,Independent,https://find-and-update.company-information.service.gov.uk/officers/WOU38B6khOSwrmCq7ltNmWjmgFI/appointments
29258,Chris Tough,Dover and Deal,Independent,https://find-and-update.company-information.service.gov.uk/officers/q8C2dJ3SgPeuh6TNbS62fnv8EeU/appointments
29269,Charmaine Morgan,Grantham and Bourne,Lincolnshire Independents Lincolnshire First,https://find-and-update.company-information.service.gov.uk/officers/7lVx4mZpQQSkw8YHuqmbkBcZu2Q/appointments
29813,Sarah Atherton,Wrexham,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/Vg00i_cZ_MBwEgDfFOkx5qKVxf4/appointments
30148,Lorraine Beavers,Blackpool North and Fleetwood,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/tjeakL21V0NzNXkf4B8tQipbc7g/appointments
30268,Robert Lockwood,Scarborough and Whitby,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/gQTuJneaJsDvPqoaRTAMS7aAUrU/appointments
30460,Chris Magness,Sussex Weald,UK Independence Party (UKIP),https://find-and-update.company-information.service.gov.uk/officers/B0BaIg6bciscAvGM80GyF4tPqpw/appointments
30943,Mary Cartwright,Easington,The North East Party,https://find-and-update.company-information.service.gov.uk/officers/V0OJfUHsIf8V2oB-CAwOUyckWWg/appointments
31326,Paul Howell,Newton Aycliffe and Spennymoor,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/KZOvAYzlOFknO8oqF5xde1ihHlk/appointments
31384,Michael Lilley,Isle of Wight East,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/jW7YHMngTVTgcwe8ZGqGfezFfmM/appointments
31666,Simon John Tagg,Newcastle-under-Lyme,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/9HZJ3aPp-BDWqSIIKF4xehyyMis/appointments
31666,Simon John Tagg,Newcastle-under-Lyme,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/Pi4Qi-3GL8ZfXmrfcrKtypoR0q8/appointments
32063,Peter Jackson,Morecambe and Lunesdale,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/WqkQWvhnsPlSdajdhJ0LGDxuBa0/appointments
32066,Joanna Nora Kenny,St Austell and Newquay,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/aQgN6_EEpqHGoWcmRg7EuHcbHBA/appointments
32631,Yousef Dahmash,Rugby,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/YNtN5uhHQX-r-vC33TuHpUvM2R0/appointments
33051,Andrew Pemberton,Clacton,UK Independence Party (UKIP),https://find-and-update.company-information.service.gov.uk/officers/6yGPxGflJSKGa93br82P3a8fPpE/appointments
33060,Brenda Dawn Weston,Taunton and Wellington,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/C-i5-HwDqfYEzphpEHDvCKlSNeM/appointments
33060,Brenda Dawn Weston,Taunton and Wellington,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/WocjToX6xPDgM8ZRZsDoYi29uBw/appointments
34053,Wayne Owen,Pontypridd,Independent,https://find-and-update.company-information.service.gov.uk/officers/xucogV0jmdPcTmLAn166PFJ5F6g/appointments
34194,Alicia Kearns,Rutland and Stamford,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/1T_AXz-yzpaPK9JN90eL1VT9AfQ/appointments
34349,Marsha de Cordova,Battersea,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/eAfREx50eJjURT_QpimRHru1MII/appointments
34397,Andrew Western,Stretford and Urmston,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/YpkpATWQzmD46OAFTEcCRYHCLzQ/appointments
34412,Robin Moss,Frome and East Somerset,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/mwoLz7gb1fHytJ-621DqL-e-If8/appointments
34595,Neil Darby,Preston,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/S-HshW1fkTG6twKZgQrorzTJzDw/appointments
34867,Thomas Bartholomew Hall,Epping Forest,Shared Ground,https://find-and-update.company-information.service.gov.uk/officers/bQ7nZOrcmmlyxBbVgAAH1g667HA/appointments
34867,Thomas Bartholomew Hall,Epping Forest,Shared Ground,https://find-and-update.company-information.service.gov.uk/officers/d1SCI8mHBbPgR9qm7n-hkh89PP8/appointments
34943,Olivio Barreto,Bracknell,Independent,https://find-and-update.company-information.service.gov.uk/officers/Yg8HBaP1ekBk-Dkd28SQe6FMRBo/appointments
34986,Matthew Snedker,Darlington,Green Party,https://find-and-update.company-information.service.gov.uk/officers/38xD7reZyfe-3Qkbu-cU-05c-Ck/appointments
35213,Lee Francis Derrick,Scarborough and Whitby,Yorkshire Party,https://find-and-update.company-information.service.gov.uk/officers/dJ4fp85pSPwmHXD9vEBCKns8z20/appointments
35213,Lee Francis Derrick,Scarborough and Whitby,Yorkshire Party,https://find-and-update.company-information.service.gov.uk/officers/mUKo_i_oRz74QXU18ViDyY9y0Ck/appointments
35503,Peter Gordon Cartridge,Lancaster and Wyre,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/cf9MMwTL24oyCedXLdz41-t6qiQ/appointments
35644,Alex Armitage,Orkney and Shetland,Scottish Green Party,https://find-and-update.company-information.service.gov.uk/officers/ar51DalSiTDWSpSGPVQ4p-SGeko/appointments
35679,Lorna Jane Russell,Hampstead and Highgate,Green Party,https://find-and-update.company-information.service.gov.uk/officers/51_MEe1nd9doMP17kdkxym1Rtt0/appointments
35883,Cheney Payne,Cambridge,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/3XLxb5Bq3mAN3o2KfqH9ySuq8ug/appointments
36114,Ruth Gripper,Truro and Falmouth,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/OBJOEXAH8cyY3HKqYhgS7oBG6IA/appointments
37323,Scott Ainslie,Streatham and Croydon North,Green Party,https://find-and-update.company-information.service.gov.uk/officers/nUwHKWGdMk7XZWMjCE3Q65IfnqM/appointments
37665,Habib Rahman,Newcastle upon Tyne Central and West,Independent,https://find-and-update.company-information.service.gov.uk/officers/OFabWDJ6nFcgCTSLbucyAZsYDdc/appointments
37802,Victoria Anne Fletcher,Pendle and Clitheroe,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/_9q_HtNdPT2KZVinoc9kfZ-5G2M/appointments
37899,Aidan John King,Newcastle upon Tyne North,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/zWh0HNjP-GCB8tJX-kYtUen0szE/appointments
38538,David Dresser,Leeds East,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/0az_3Lzv3kkWjXjItcLpsKM5uQs/appointments
38914,David Farbey,Chipping Barnet,Green Party,https://find-and-update.company-information.service.gov.uk/officers/PNws96_mjav9d6jIMnVL5zkS3vo/appointments
38941,Jack Oliver Aaron,Welwyn Hatfield,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/rZzx79UpcUmUK-ZmqpILHCG4cCw/appointments
39143,Nisar Ahmed Malik,Brentford and Isleworth,Workers Party of Britain,https://find-and-update.company-information.service.gov.uk/officers/DMLwP0y2T-NiRcQat10Nkw_2RSM/appointments
39546,Hugo Giles Pound,Tunbridge Wells,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/Y-RbxST4PTzPd3kn-tuWr5HW_uI/appointments
39997,Kate Osborne,Jarrow and Gateshead East,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/OtAWhYZ2-cr_yS_35C4Snrqe6HY/appointments
40023,Ehtashamul Haque,Poplar and Limehouse,Independent,https://find-and-update.company-information.service.gov.uk/officers/pxlM-LtXv7an9TYFB7qNL_w1mQU/appointments
40063,Rachel Blake,Cities of London and Westminster,Labour and Co-operative Party,https://find-and-update.company-information.service.gov.uk/officers/BjiLxj2ARPdn6m19qqiHphSxCcw/appointments
40178,Joseph Brian Fox,Reigate,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/CYbJ5tbDgKiT2lsAgx590Vm45Zk/appointments
40205,Sarah Ryan,Kettering,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/lo1i7eN2-kLINcotXR0OCLvATps/appointments
41029,Don Williams,Hampstead and Highgate,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/_K88SwTkMvn6L9-rnfLAngtIzgY/appointments
41061,Fergal Joseph McEntee,Putney,Green Party,https://find-and-update.company-information.service.gov.uk/officers/f61tvBaKEmBGw-urnblceWuKFfg/appointments
41287,Catherine  Dobson,Leeds East,Social Democratic Party,https://find-and-update.company-information.service.gov.uk/officers/IFNwKj9-G_xzuSehuZAR4rVOYdo/appointments
41287,Catherine  Dobson,Leeds East,Social Democratic Party,https://find-and-update.company-information.service.gov.uk/officers/hjs9hS5moAo8JnVNza9poLW3Zxs/appointments
41589,Paulette Hamilton,Birmingham Erdington,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/SxedI7pFJw6w4J65ZqUJg-yoMDA/appointments
42244,James Tasker,St Helens South and Whiston,Independent,https://find-and-update.company-information.service.gov.uk/officers/ZPSh1KVxlKZGik82SXdsmqdFrfw/appointments
42244,James Tasker,St Helens South and Whiston,Independent,https://find-and-update.company-information.service.gov.uk/officers/e8KvlDWLEpsVaemxUyGk5hzaS-k/appointments
42891,Jason Cummings,Croydon East,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/Wd2MveSq99bDK3tUyzdnSGZUm4k/appointments
42891,Jason Cummings,Croydon East,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/Z0o6XW_LybwAKVXIoA7g-VwJjFE/appointments
42941,Charith Gunawardena,Southgate and Wood Green,Green Party,https://find-and-update.company-information.service.gov.uk/officers/0j0-fz7kx56Rhe_AE9gt7iLdXrU/appointments
42941,Charith Gunawardena,Southgate and Wood Green,Green Party,https://find-and-update.company-information.service.gov.uk/officers/M3Uc5iH624aekx_YiDWHR2misxU/appointments
44168,Mona Abdulla Ishag Adam,Kensington and Bayswater,Green Party,https://find-and-update.company-information.service.gov.uk/officers/tCF1RCQNw4XypiQTh8ihuKK2g30/appointments
44712,Sam Al-Hamdani,Oldham East and Saddleworth,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/JwNxAxFiMgHQxIHNh6dQCkIp1RE/appointments
44937,Eleanor Lesley Stringer,Wimbledon,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/J9snEWGlKUWsUsvNJPvPBvjd1kE/appointments
45198,Arnold Warneken,Wetherby and Easingwold,Green Party,https://find-and-update.company-information.service.gov.uk/officers/pTZ2GQkMdjYFdbHmwdCHMIlF7r0/appointments
45229,Janet Daby,Lewisham East,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/YUlNkn_TzW2MWrHhqoVIxynnZJk/appointments
45782,Jonathan Michael Banks,"Ruislip, Northwood and Pinner",Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/wGrRFRAdoTlqfMhzcyKqd7Hy0A0/appointments
46264,Paul Christopher Kohler,Wimbledon,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/OhpO6BEzu4VowAK7KL4Bwt2ACl0/appointments
46797,Aftab Nawaz,Walsall and Bloxwich,Independent,https://find-and-update.company-information.service.gov.uk/officers/p0OZn5w9jEXVCnW3knsxm3PKNuc/appointments
46858,Jas Athwal,Ilford South,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/vTAXVUUltBBNxXQjsmgZ4T2T63w/appointments
47261,Primesh Patel,Harrow East,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/dp1DUqs3Eb_f6JCtjAqRo_p_Ars/appointments
47759,Poppy Simister-Thomas,South Norfolk,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/8W8Nn4GjSdgA3FE7GPEQ61BmAds/appointments
48557,Steve Tuckwell,Uxbridge and South Ruislip,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/uq7k84K24mfg-lETPco3psenIa8/appointments
48737,Elliot Colburn,Carshalton and Wallington,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/DQvywLWoM0Kl4u0SqHsOWjN6Yx0/appointments
48743,Tom Drummond,Sutton and Cheam,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/0glAAtqlMzyffEPxtmgMagrgSjo/appointments
48925,Julia Ewart,Suffolk Coastal,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/0Sq0TGO0X3YdvL12qgFBcOp76Mk/appointments
49025,Joanna Burrows,Rutland and Stamford,Rejoin EU,https://find-and-update.company-information.service.gov.uk/officers/a9b3PZZgpawJ_tddvg42oveEZlQ/appointments
49193,Helen Tamblyn-Saville,Bassetlaw,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/UrgwlNhhKzxEVX47k_UlH_WIwiI/appointments
49317,Chandra Sekhar Muvvala,Slough,Independent,https://find-and-update.company-information.service.gov.uk/officers/tGY2Nqdcasb6Zjqe2QMb7VqgkD8/appointments
49332,Jodie Gosling,Nuneaton,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/g_3ZxDSFeWzzWSo56LK_Ns91MOM/appointments
49409,Hannah Perkin,Faversham and Mid Kent,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/XGz_N3x3VdDddH_342UCiARgkyo/appointments
51776,Richard Andrew Langridge,Witney,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/gMvSSwMG0s0KA6iCjF6n0G5u65I/appointments
51778,Andrew Peter Prosser,Witney,Green Party,https://find-and-update.company-information.service.gov.uk/officers/oaGaVr2M4m6WYgvg60KONSd3bqQ/appointments
53120,Marc Bayliss,Worcester,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/jeSadRGMKax0leQ-FgvRIA_Jlvc/appointments
